ID_key,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
All Star Tennis 99N64,All Star Tennis 99,N64,1999.0,Sports,Ubisoft,0.04,0.01,0.0,0.0,0.05
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King KetteisenDS,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007.0,Misc,Spike,0.0,0.0,0.05,0.0,0.05
Winning Post WorldPS3,Winning Post World,PS3,2009.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
PachiPara 14: Fuu to Kumo to Super Umi in OkinawaPS2,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007.0,Misc,Irem Software Engineering,0.0,0.0,0.05,0.0,0.05
Arx FatalisXB,Arx Fatalis,XB,2003.0,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05
Mega Minis Volume 3PSP,Mega Minis Volume 3,PSP,2011.0,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.05
Slam Dunk SD Heat Up!!SNES,Slam Dunk SD Heat Up!!,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
The Mysterious Case of Dr. Jekyll and Mr. HydeDS,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010.0,Adventure,O-Games,0.02,0.02,0.0,0.0,0.05
Dead in the WaterPS,Dead in the Water,PS,1999.0,Action,ASC Games,0.03,0.02,0.0,0.0,0.05
Winning Post 7 2013PS3,Winning Post 7 2013,PS3,2013.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
RidePS3,Ride,PS3,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.01,0.01,0.05
Detective Conan: Prelude from the PastDS,Detective Conan: Prelude from the Past,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Dr. Seuss: Green Eggs and HamGBA,Dr. Seuss: Green Eggs and Ham,GBA,2003.0,Action,NewKidCo,0.04,0.01,0.0,0.0,0.05
Zumba Fitness CoreX360,Zumba Fitness Core,X360,2012.0,Misc,505 Games,0.0,0.05,0.0,0.0,0.05
Atelier Rorona: Alchemist of ArlandPSV,Atelier Rorona: Alchemist of Arland,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05
Guilty Gear Dust StrikersDS,Guilty Gear Dust Strikers,DS,2006.0,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05
Dark SummitGC,Dark Summit,GC,2002.0,Sports,THQ,0.04,0.01,0.0,0.0,0.05
Orcs & ElvesDS,Orcs & Elves,DS,2007.0,Role-Playing,Electronic Arts,0.05,0.0,0.0,0.0,0.05
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!DS,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Turbo Turtle AdventureGBA,Turbo Turtle Adventure,GBA,2002.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05
Sengoku Basara 4: SumeragiPS4,Sengoku Basara 4: Sumeragi,PS4,2015.0,Action,Capcom,0.0,0.0,0.05,0.0,0.05
TrackMania Turbo: Build to RaceDS,TrackMania Turbo: Build to Race,DS,2010.0,Racing,Ubisoft,0.02,0.02,0.0,0.0,0.05
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another CasesPSP,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Hisshou 777 Fighter: Pachi Slot Eiyu DensetsuSNES,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994.0,Misc,Vap,0.0,0.0,0.05,0.0,0.05
Kamen Rider: Battride War GenesisPSV,Kamen Rider: Battride War Genesis,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Corpse Party: Blood Covered - Repeated FearPSP,Corpse Party: Blood Covered - Repeated Fear,PSP,2010.0,Adventure,5pb,0.0,0.0,0.05,0.0,0.05
Star Wars: Republic CommandoPC,Star Wars: Republic Commando,PC,2005.0,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05
Kart RacerWii,Kart Racer,Wii,2009.0,Racing,Nordic Games,0.03,0.01,0.0,0.0,0.05
Chronicles of the SwordPS,Chronicles of the Sword,PS,1996.0,Adventure,Psygnosis,0.03,0.02,0.0,0.0,0.05
The Lost VikingsGBA,The Lost Vikings,GBA,2003.0,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05
Keiba Eight SpecialSNES,Keiba Eight Special,SNES,1993.0,Sports,Misawa,0.0,0.0,0.05,0.0,0.05
Harukanaru Toki no Naka de 3PS2,Harukanaru Toki no Naka de 3,PS2,2004.0,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.GC,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005.0,Platform,Global Star,0.04,0.01,0.0,0.0,0.05
Sherlock Holmes: Crimes & PunishmentsPC,Sherlock Holmes: Crimes & Punishments,PC,2014.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05
Reel Fishing: The Great OutdoorsPSP,Reel Fishing: The Great Outdoors,PSP,2006.0,Sports,Natsume,0.05,0.0,0.0,0.0,0.05
Guild 013DS,Guild 01,3DS,2012.0,Action,Level 5,0.0,0.0,0.05,0.0,0.05
Tour de France 2011X360,Tour de France 2011,X360,,Racing,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
Durarara!! 3-way StandoffPSP,Durarara!! 3-way Standoff,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05
Ty the Tasmanian Tiger 3: Night of the QuinkanGBA,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005.0,Action,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
Tokimeki Memorial Girl's Side 2nd KissPS2,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Fushigi no Dungeon: Fuurai no Shiren 3 PortablePSP,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010.0,Role-Playing,Spike,0.0,0.0,0.05,0.0,0.05
Hokuto no KenPS2,Hokuto no Ken,PS2,2007.0,Fighting,Sega,0.0,0.0,0.05,0.0,0.05
Plants vs. ZombiesPC,Plants vs. Zombies,PC,2009.0,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales)DS,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Secret Files: TunguskaDS,Secret Files: Tunguska,DS,2008.0,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05
George of the Jungle and the Search for the SecretDS,George of the Jungle and the Search for the Secret,DS,2008.0,Platform,Ignition Entertainment,0.05,0.0,0.0,0.0,0.05
Stretch PanicPS2,Stretch Panic,PS2,2001.0,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05
Hotel for DogsWii,Hotel for Dogs,Wii,2009.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05
Microsoft Flight Simulator X Acceleration Expansion PackPC,Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
Chousoku Henkei Gyrozetter: Albatross no Tsubasa3DS,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013.0,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05
Blazing Souls: AccelatePSP,Blazing Souls: Accelate,PSP,2009.0,Role-Playing,Idea Factory,0.04,0.0,0.01,0.0,0.05
PQ2: Practical Intelligence QuotientPSP,PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05
Baku BakuSAT,Baku Baku,SAT,1995.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
Sword Art Online: Game Director's EditionPS4,Sword Art Online: Game Director's Edition,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
SD Gundam: Over GalaxianPS,SD Gundam: Over Galaxian,PS,1996.0,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Metroid Prime: Federation Force3DS,Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.05
Rogue OpsGC,Rogue Ops,GC,2003.0,Action,Kemco,0.04,0.01,0.0,0.0,0.05
Smart Kid's Party Fun PakDS,Smart Kid's Party Fun Pak,DS,2008.0,Misc,UFO Interactive,0.05,0.0,0.0,0.0,0.05
Dream SalonWii,Dream Salon,Wii,2009.0,Misc,Zoo Games,0.05,0.0,0.0,0.0,0.05
BeatMania IIDX 3rd StylePS2,BeatMania IIDX 3rd Style,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Natural DoctrinePS3,Natural Doctrine,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05
DiRT 2PC,DiRT 2,PC,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05
Payday 2PC,Payday 2,PC,2013.0,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05
Hummer BadlandsPS2,Hummer Badlands,PS2,2006.0,Racing,Global Star,0.02,0.02,0.0,0.01,0.05
Woody Woodpecker: Escape from Buzz Buzzard ParkPS2,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001.0,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05
Ghostbusters (2016)XOne,Ghostbusters (2016),XOne,2016.0,Action,Activision,0.04,0.0,0.0,0.01,0.05
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi oPS2","Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007.0,Adventure,505 Games,0.0,0.0,0.05,0.0,0.05
Furu Furu ParkWii,Furu Furu Park,Wii,2007.0,Misc,Taito,0.05,0.0,0.0,0.0,0.05
Hatsune Miku: Project Diva XPS4,Hatsune Miku: Project Diva X,PS4,2016.0,Misc,Sega,0.02,0.0,0.02,0.0,0.05
Alter EchoXB,Alter Echo,XB,2003.0,Shooter,THQ,0.04,0.01,0.0,0.0,0.05
Fushigi? Kagaku: Nazotoki Quiz Training - NazoToreDS,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008.0,Misc,Benesse,0.0,0.0,0.05,0.0,0.05
BeatMania IIDX 4th Style: New Songs CollectionPS2,BeatMania IIDX 4th Style: New Songs Collection,PS2,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
G1 Grand Prix3DS,G1 Grand Prix,3DS,2012.0,Action,Genki,0.0,0.0,0.05,0.0,0.05
Resident Evil 4 HDPS4,Resident Evil 4 HD,PS4,2016.0,Shooter,Capcom,0.04,0.0,0.0,0.01,0.05
Impossible MissionPSP,Impossible Mission,PSP,2007.0,Platform,System 3 Arcade Software,0.0,0.04,0.0,0.01,0.05
Around the World in 80 DaysGBA,Around the World in 80 Days,GBA,2004.0,Action,Hip Interactive,0.03,0.01,0.0,0.0,0.05
Houkago ShounenDS,Houkago Shounen,DS,2008.0,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
FishdomDS,Fishdom,DS,2011.0,Puzzle,Atari,0.05,0.0,0.0,0.0,0.05
Classic Dungeon X2PSP,Classic Dungeon X2,PSP,2011.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05
Whirl TourGC,Whirl Tour,GC,2002.0,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05
Pinball TycoonGBA,Pinball Tycoon,GBA,2002.0,Misc,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05
Grand Ages: MedievalPC,Grand Ages: Medieval,PC,2015.0,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05
Major League Baseball 2K11PS2,Major League Baseball 2K11,PS2,2011.0,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05
Cartoon Network Block PartyGBA,Cartoon Network Block Party,GBA,2004.0,Misc,Majesco Entertainment,0.03,0.01,0.0,0.0,0.05
Power Spike Pro Beach VolleyballPS,Power Spike Pro Beach Volleyball,PS,2000.0,Sports,Infogrames,0.03,0.02,0.0,0.0,0.05
White Album: Tsuzurareru Fuyu no OmoidePS3,White Album: Tsuzurareru Fuyu no Omoide,PS3,2010.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
Harukanaru Toki no Naka de: YumenoukihashiDS,Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
Shinseiki Evangelion- Eva: Yukai na Nakama TachiPS,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998.0,Misc,Gainax Network Systems,0.0,0.0,0.05,0.0,0.05
SD Gundam: Scad HammersWii,SD Gundam: Scad Hammers,Wii,2006.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Spitfire Heroes: Tales of the Royal Air ForceDS,Spitfire Heroes: Tales of the Royal Air Force,DS,2008.0,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05
Super Bust-A-MoveGBA,Super Bust-A-Move,GBA,2001.0,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.05
Saints Row: Gat out of HellPS4,Saints Row: Gat out of Hell,PS4,2015.0,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05
ZooCubeGBA,ZooCube,GBA,2002.0,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05
Stunt GPPS2,Stunt GP,PS2,2001.0,Racing,Titus,0.02,0.02,0.0,0.01,0.05
D.Gray-man: Kami no ShitotachiDS,D.Gray-man: Kami no Shitotachi,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Strikers 1945SAT,Strikers 1945,SAT,1996.0,Shooter,Atlus,0.0,0.0,0.05,0.0,0.05
NBA 2KDC,NBA 2K,DC,1999.0,Sports,Sega,0.0,0.0,0.05,0.0,0.05
Super Jinsei Game 2SNES,Super Jinsei Game 2,SNES,1995.0,Misc,Takara,0.0,0.0,0.05,0.0,0.05
World Series of PokerGC,World Series of Poker,GC,2005.0,Misc,Activision Value,0.04,0.01,0.0,0.0,0.05
Jikkyou Oshaberi ParodiusSNES,Jikkyou Oshaberi Parodius,SNES,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Plants vs. Zombies: Garden Warfare 2PC,Plants vs. Zombies: Garden Warfare 2,PC,2016.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05
J-League Winning Eleven 2010: Club ChampionshipPS2,J-League Winning Eleven 2010: Club Championship,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Johnny BazookatonePS,Johnny Bazookatone,PS,1995.0,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05
Reign of FireGBA,Reign of Fire,GBA,2002.0,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05
Koihime MusouPS2,Koihime Musou,PS2,2008.0,Adventure,Yeti,0.0,0.0,0.05,0.0,0.05
Nicktoons: Attack of the ToybotsDS,Nicktoons: Attack of the Toybots,DS,2007.0,Platform,THQ,0.04,0.0,0.0,0.0,0.05
SingularityPC,Singularity,PC,2010.0,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05
NASCAR Heat EvolutionPS4,NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,0.05
Cartoon Network RacingDS,Cartoon Network Racing,DS,2006.0,Action,Game Factory,0.04,0.0,0.0,0.0,0.05
Ms Saga: A New DawnPS2,Ms Saga: A New Dawn,PS2,2005.0,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05
Kekkon ZenyaSAT,Kekkon Zenya,SAT,1995.0,Adventure,Shogakukan,0.0,0.0,0.05,0.0,0.05
Child of LightPS4,Child of Light,PS4,2014.0,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05
Finny the Fish & the Seven WatersPS2,Finny the Fish & the Seven Waters,PS2,2004.0,Sports,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05
The Grim Adventures of Billy & MandyWii,The Grim Adventures of Billy & Mandy,Wii,2006.0,Action,Midway Games,0.04,0.0,0.0,0.0,0.05
BarnyardGBA,Barnyard,GBA,2006.0,Action,THQ,0.03,0.01,0.0,0.0,0.05
Next Generation of ChaosPS2,Next Generation of Chaos,PS2,2002.0,Role-Playing,Idea Factory,0.0,0.0,0.05,0.0,0.05
GrimGrimoirePS2,GrimGrimoire,PS2,2007.0,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle SugorokuDS,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008.0,Misc,Takara Tomy,0.0,0.0,0.05,0.0,0.05
Rock of the DeadPS3,Rock of the Dead,PS3,2010.0,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.01,0.05
TNA iMPACT: Cross the LineDS,TNA iMPACT: Cross the Line,DS,2010.0,Fighting,SouthPeak Games,0.04,0.0,0.0,0.0,0.05
Deadliest Catch: Alaskan StormX360,Deadliest Catch: Alaskan Storm,X360,2008.0,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05
Golden Axe: The DuelSAT,Golden Axe: The Duel,SAT,1994.0,Fighting,Sega,0.0,0.0,0.05,0.0,0.05
J-League '96 Dream StadiumSNES,J-League '96 Dream Stadium,SNES,1996.0,Sports,Hudson Soft,0.0,0.0,0.05,0.0,0.05
Capcom vs. SNK: Millennium Fight 2000 ProDC,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05
Crime Life: Gang WarsXB,Crime Life: Gang Wars,XB,2005.0,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
Tokimeki Memorial: Girls Side 1st LoveDS,Tokimeki Memorial: Girls Side 1st Love,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Rugby 2005XB,Rugby 2005,XB,2005.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
"Warhammer 40,000: Dawn of WarPC","Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05
Taito LegendsXB,Taito Legends,XB,2005.0,Misc,Empire Interactive,0.04,0.01,0.0,0.0,0.05
Rock 'N Roll RacingGBA,Rock 'N Roll Racing,GBA,2003.0,Racing,Activision,0.03,0.01,0.0,0.0,0.05
Reader Rabbit 2nd GradeWii,Reader Rabbit 2nd Grade,Wii,,Misc,Unknown,0.04,0.0,0.0,0.0,0.05
Silhouette MiragePS,Silhouette Mirage,PS,1998.0,Platform,ESP,0.03,0.02,0.0,0.0,0.05
Dynasty Warriors Vol. 2PSP,Dynasty Warriors Vol. 2,PSP,2006.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05
FreelancerPC,Freelancer,PC,2003.0,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05
Treasure Report: Kikai Jikake no IsanDS,Treasure Report: Kikai Jikake no Isan,DS,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Growlanser VI: Precarious WorldPS2,Growlanser VI: Precarious World,PS2,2007.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
Block KuzushiSNES,Block Kuzushi,SNES,1995.0,Puzzle,Pow,0.0,0.0,0.05,0.0,0.05
LEGO Indiana Jones 2: The Adventure ContinuesPC,LEGO Indiana Jones 2: The Adventure Continues,PC,2009.0,Action,Activision,0.02,0.03,0.0,0.01,0.05
American Bass ChallengeGBA,American Bass Challenge,GBA,2001.0,Sports,Starfish,0.03,0.01,0.0,0.0,0.05
American Chopper 2: Full ThrottleGC,American Chopper 2: Full Throttle,GC,2005.0,Racing,Activision,0.04,0.01,0.0,0.0,0.05
Ultimate Ghosts 'n Goblins (JP sales)PSP,Ultimate Ghosts 'n Goblins (JP sales),PSP,2006.0,Platform,Capcom,0.0,0.0,0.05,0.0,0.05
Rugby 06PS2,Rugby 06,PS2,2006.0,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05
Fatal Frame II: Crimson Butterfly Director's CutXB,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004.0,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05
2002 FIFA World CupGC,2002 FIFA World Cup,GC,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
The Lord of the Rings: The Battle for Middle-Earth IIX360,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.05
LEGO The HobbitPC,LEGO The Hobbit,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.05,0.0,0.0,0.05
Need for Speed CarbonPC,Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
Colin McRae Rally 2005XB,Colin McRae Rally 2005,XB,2004.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05
Venus & Braves: Majo to Megami to Horobi no YogenPSP,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
ZoopPS,Zoop,PS,1995.0,Puzzle,MediaQuest,0.03,0.02,0.0,0.0,0.05
Saiyuki: Journey WestPS,Saiyuki: Journey West,PS,1999.0,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
Powerful GolfDS,Powerful Golf,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Rock Band Country Track Pack 2X360,Rock Band Country Track Pack 2,X360,2011.0,Misc,MTV Games,0.04,0.0,0.0,0.0,0.05
Detective Conan: Marionette Symphony3DS,Detective Conan: Marionette Symphony,3DS,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Utawarerumono: Itsuwari no KamenPS3,Utawarerumono: Itsuwari no Kamen,PS3,2015.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
American Chopper 2: Full ThrottleXB,American Chopper 2: Full Throttle,XB,2005.0,Racing,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
Amnesia CrowdPSP,Amnesia Crowd,PSP,2013.0,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2PS2,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008.0,Misc,Hackberry,0.0,0.0,0.05,0.0,0.05
Monster Hunter Frontier OnlinePS3,Monster Hunter Frontier Online,PS3,,Role-Playing,,0.0,0.0,0.05,0.0,0.05
MTX MototraxPSP,MTX Mototrax,PSP,2006.0,Racing,Activision,0.04,0.0,0.0,0.0,0.05
VR Soccer '96PS,VR Soccer '96,PS,1996.0,Sports,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05
Ribbit KingGC,Ribbit King,GC,2003.0,Sports,Atari,0.04,0.01,0.0,0.0,0.05
Diabolik LoversPSP,Diabolik Lovers,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
Shugo Chara! 3-tsu no Tamagoto Koisuru JokerDS,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008.0,Action,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Summoner: A Goddess RebornGC,Summoner: A Goddess Reborn,GC,2003.0,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05
Pirates vs Ninja DodgeballWii,Pirates vs Ninja Dodgeball,Wii,2009.0,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05
Secret ServiceX360,Secret Service,X360,2008.0,Action,Activision Value,0.04,0.0,0.0,0.0,0.05
Noddy in ToylandDS,Noddy in Toyland,DS,2011.0,Misc,GSP,0.0,0.04,0.0,0.0,0.05
Empire EarthPC,Empire Earth,PC,2001.0,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05
Yu-Gi-Oh! World Championship 2007DS,Yu-Gi-Oh! World Championship 2007,DS,2007.0,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05
DuckTales: RemasteredPS3,DuckTales: Remastered,PS3,2013.0,Action,Capcom,0.01,0.03,0.0,0.01,0.05
E.X. TroopersPS3,E.X. Troopers,PS3,2012.0,Shooter,Capcom,0.0,0.0,0.05,0.0,0.05
Worms ReloadedPC,Worms Reloaded,PC,2010.0,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05
Kiniro no Corda 2 EncorePS2,Kiniro no Corda 2 Encore,PS2,2007.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
M&M's AdventureDS,M&M's Adventure,DS,2008.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05
ESPN Great Outdoor Games Bass 2002GBA,ESPN Great Outdoor Games Bass 2002,GBA,2001.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.05
Soul Eater: Plot of MedusaDS,Soul Eater: Plot of Medusa,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
StarCraftPC,StarCraft,PC,1998.0,Strategy,Activision,0.0,0.04,0.0,0.01,0.05
Gaist Crusher3DS,Gaist Crusher,3DS,2013.0,Action,Capcom,0.0,0.0,0.05,0.0,0.05
World Championship Pool 2004PS2,World Championship Pool 2004,PS2,2004.0,Sports,Jaleco,0.02,0.02,0.0,0.01,0.05
Punch KingGBA,Punch King,GBA,2002.0,Fighting,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05
V-Rally 3GBA,V-Rally 3,GBA,2002.0,Racing,Atari,0.03,0.01,0.0,0.0,0.05
B-BoyPSP,B-Boy,PSP,2006.0,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05
Kakuto ChojinXB,Kakuto Chojin,XB,2002.0,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05
Beyond OasisGEN,Beyond Oasis,GEN,1993.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05
Robotech: InvasionXB,Robotech: Invasion,XB,2004.0,Shooter,Global Star,0.04,0.01,0.0,0.0,0.05
Rain (2013)PS3,Rain (2013),PS3,2013.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
Wii de Asobu Chibi-Robo!Wii,Wii de Asobu Chibi-Robo!,Wii,2009.0,Adventure,Nintendo,0.0,0.0,0.05,0.0,0.05
Need for Speed UndergroundPC,Need for Speed Underground,PC,2003.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
Jewel Quest MysteriesDS,Jewel Quest Mysteries,DS,2009.0,Puzzle,Astragon,0.03,0.01,0.0,0.0,0.05
Tokyo Ghoul: JailPSV,Tokyo Ghoul: Jail,PSV,2015.0,Racing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
To Heart 2 DX PlusPS3,To Heart 2 DX Plus,PS3,2011.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
